"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"BEZPGR";"E_E";"E_EM";"E_EW";"E_E00_01";"E_E01_02";"E_E02_03";"E_E03_05";"E_E05_06";"E_E06_07";"E_E07_08";"E_E08_10";"E_E10_12";"E_E12_14";"E_E14_15";"E_E15_18";"E_E18_21";"E_E21_25";"E_E25_27";"E_E27_30";"E_E30_35";"E_E35_40";"E_E40_45";"E_E45_50";"E_E50_55";"E_E55_60";"E_E60_63";"E_E63_65";"E_E65_67";"E_E67_70";"E_E70_75";"E_E75_80";"E_E80_85";"E_E85_90";"E_E90_95";"E_E95_110";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
"202512";"05200629";"05";"20";"06";"29";"0520";8439;4186;4253;101;86;98;180;68;90;91;146;143;131;74;176;223;402;250;440;696;735;570;446;406;493;295;209;186;234;370;307;361;299;118;15;101;432;675;176;625;3543;997;1097;793
"202512";"05200630";"05";"20";"06";"30";"0520";10090;4990;5100;73;93;88;181;83;87;90;172;198;159;98;272;328;506;314;518;834;836;680;595;616;679;452;276;214;265;414;333;327;224;82;3;73;445;804;272;834;4393;1407;1226;636
"202512";"05200631";"05";"20";"06";"31";"0520";8658;4367;4291;76;91;87;146;67;75;83;155;135;138;78;201;254;447;273;461;814;755;627;470;498;594;399;238;210;241;360;256;229;156;40;4;76;391;664;201;701;3898;1231;1067;429
"202512";"05200632";"05";"20";"06";"32";"0520";3428;1703;1725;16;35;28;51;24;22;33;66;65;95;40;118;117;177;68;125;197;219;237;220;228;249;179;108;93;117;156;137;92;76;34;6;16;138;321;118;294;1294;536;503;208
"202512";"05200633";"05";"20";"06";"33";"0520";2178;995;1183;18;24;21;43;13;12;24;44;59;42;15;61;55;106;47;92;134;126;142;125;104;108;99;58;70;51;104;110;105;109;51;6;18;101;196;61;161;770;265;335;271
"202512";"05200634";"05";"20";"06";"34";"0520";4374;2133;2241;15;22;25;48;33;30;27;63;57;52;21;84;112;126;82;89;185;192;217;209;234;366;220;156;148;167;319;350;384;250;61;30;15;128;250;84;238;1208;742;984;725
"202512";"05300735";"05";"30";"07";"35";"0530";4536;2287;2249;74;87;87;194;99;70;85;127;99;100;45;151;137;215;198;325;534;492;339;242;210;228;113;54;44;43;72;42;24;6;0;0;74;467;526;151;352;2340;395;201;30
"202512";"05300736";"05";"30";"07";"36";"0530";3519;1742;1777;20;34;30;82;48;49;54;126;119;99;68;158;156;164;63;90;194;232;328;280;248;207;139;73;83;96;93;76;67;31;9;3;20;194;515;158;320;1435;419;348;110
"202512";"05300737";"05";"30";"07";"37";"0530";11959;5706;6253;102;124;91;244;125;101;97;221;240;208;86;274;302;511;347;518;967;921;822;744;645;782;506;329;311;398;528;511;427;360;102;15;102;584;953;274;813;4964;1617;1748;904
"202512";"05300838";"05";"30";"08";"38";"0530";13;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;4;3;6;0
"202512";"05300839";"05";"30";"08";"39";"0530";8711;4402;4309;98;93;85;157;91;100;90;166;167;195;80;265;288;434;308;460;781;720;579;530;492;581;365;210;172;182;300;263;226;149;67;17;98;426;798;265;722;3870;1156;917;459
"202512";"05300840";"05";"30";"08";"40";"0530";515;261;254;6;3;6;3;0;10;9;3;9;13;3;15;25;18;13;15;49;38;35;39;32;27;18;13;13;19;25;19;21;16;0;0;6;12;47;15;43;221;58;76;37
"202512";"05300841";"05";"30";"08";"41";"0530";4602;2393;2209;31;43;44;80;36;34;26;91;79;71;40;103;125;279;164;267;456;454;360;269;240;272;182;104;96;127;168;153;115;75;15;3;31;203;341;103;404;2210;558;544;208
"202512";"05400942";"05";"40";"09";"42";"0540";3684;1836;1848;12;25;18;58;33;33;40;75;90;67;34;119;102;135;60;43;126;171;206;210;193;316;196;129;122;178;250;231;219;138;40;15;12;134;339;119;237;1009;641;781;412
"202512";"05400943";"05";"40";"09";"43";"0540";10538;5208;5330;44;66;78;211;99;127;130;310;312;269;124;418;369;334;150;189;335;528;774;764;715;938;534;327;269;315;492;533;460;248;55;21;44;454;1272;418;703;3455;1799;1609;784
"202512";"05400944";"05";"40";"09";"44";"0540";2187;1030;1157;12;9;6;42;19;21;24;43;39;57;15;63;61;72;24;27;77;72;105;129;112;150;103;76;66;119;153;181;149;110;39;12;12;76;199;63;133;546;329;519;310
"202512";"05400945";"05";"40";"09";"45";"0540";3628;1757;1871;6;16;18;57;43;40;44;65;83;71;41;133;118;91;30;40;82;159;192;256;190;272;166;113;112;155;285;271;277;147;52;3;6;134;344;133;209;949;551;823;479
"202512";"06100101";"06";"10";"01";"01";"0610";6899;3197;3702;37;36;39;99;55;30;40;127;91;117;39;185;217;324;159;248;409;401;401;395;372;510;322;195;176;211;398;417;427;285;99;38;37;229;444;185;541;2385;1027;1202;849
"202512";"06100102";"06";"10";"01";"02";"0610";9111;4318;4793;75;78;80;146;82;83;78;150;158;165;67;228;221;391;231;427;774;732;648;633;514;594;425;243;237;305;459;403;283;147;35;19;75;386;701;228;612;3959;1262;1404;484
"202512";"06100103";"06";"10";"01";"03";"0610";6149;2839;3310;42;52;45;91;55;52;56;105;115;81;44;148;149;273;163;306;514;523;446;410;363;477;306;159;128;170;301;227;184;124;28;12;42;243;453;148;422;2725;942;826;348
"202512";"06100204";"06";"10";"02";"04";"0610";6846;3295;3551;34;48;54;98;62;58;47;100;94;115;38;152;185;321;203;316;548;552;451;374;392;528;355;189;183;204;337;291;274;177;53;13;34;262;452;152;506;2836;1072;1015;517
"202512";"06100205";"06";"10";"02";"05";"0610";9863;4684;5179;66;78;73;183;84;76;97;190;149;145;71;235;238;461;299;500;792;803;694;576;563;674;465;263;261;358;481;379;311;218;59;21;66;418;728;235;699;4227;1402;1479;609
"202512";"06100206";"06";"10";"02";"06";"0610";7738;3579;4159;45;54;57;134;61;69;78;118;158;140;52;183;209;335;224;343;530;565;547;440;456;499;374;193;175;263;382;352;341;255;80;26;45;306;615;183;544;3105;1066;1172;702
"202512";"06100207";"06";"10";"02";"07";"0610";8200;3936;4264;42;72;72;117;55;60;67;134;104;123;60;178;221;427;303;459;691;663;581;494;449;520;371;176;194;248;362;349;315;222;49;22;42;316;548;178;648;3640;1067;1153;608
"202512";"06100208";"06";"10";"02";"08";"0610";7095;3489;3606;67;63;60;130;73;54;58;110;110;82;53;131;140;276;233;358;610;617;516;423;353;493;317;183;180;250;380;330;250;127;53;15;67;326;467;131;416;3110;993;1140;445
"202512";"06100209";"06";"10";"02";"09";"0610";9341;4353;4988;63;85;69;121;75;96;70;160;132;158;73;218;196;398;277;439;798;823;716;624;522;667;402;249;213;290;409;375;307;235;63;18;63;350;689;218;594;4199;1318;1287;623
"202512";"06100210";"06";"10";"02";"10";"0610";4935;2304;2631;47;40;51;76;54;36;21;58;106;82;42;121;110;185;135;242;393;367;334;320;276;339;223;130;147;175;233;217;173;127;60;15;47;221;345;121;295;2067;692;772;375
"202512";"06200311";"06";"20";"03";"11";"0620";4851;2295;2556;41;31;33;71;37;41;40;85;95;84;35;118;118;198;96;163;259;304;313;267;273;362;232;128;131;153;287;264;290;227;55;20;41;172;380;118;316;1675;722;835;592
"202512";"06200312";"06";"20";"03";"12";"0620";6271;3043;3228;40;51;51;73;58;55;52;118;96;113;48;152;194;336;169;223;381;373;358;380;336;419;291;166;138;190;314;329;358;260;115;34;40;233;482;152;530;2220;876;971;767
"202512";"06200313";"06";"20";"03";"13";"0620";7390;3445;3945;59;57;54;130;57;70;56;132;123;114;73;153;158;327;187;352;549;604;580;470;407;507;337;195;196;263;345;275;264;210;68;18;59;298;568;153;485;3149;1039;1079;560
"202512";"06200314";"06";"20";"03";"14";"0620";7270;3517;3753;40;65;61;137;72;61;61;137;100;120;53;169;169;321;203;342;576;581;493;451;432;519;329;189;190;222;333;327;285;156;70;6;40;335;532;169;490;3078;1037;1072;517
"202512";"06200315";"06";"20";"03";"15";"0620";6976;3314;3662;53;64;42;150;97;76;59;144;137;137;52;206;185;318;200;294;454;524;446;479;364;456;332;174;153;189;316;262;267;233;92;21;53;353;605;206;503;2761;962;920;613
"202512";"06200316";"06";"20";"03";"16";"0620";5819;2663;3156;44;52;43;91;50;52;52;108;79;103;49;138;163;371;249;304;421;388;342;280;316;321;246;148;141;174;280;234;230;230;89;31;44;236;443;138;534;2300;715;829;580
"202512";"06200317";"06";"20";"03";"17";"0620";6314;3065;3249;33;37;40;113;65;57;45;121;139;117;58;150;169;200;129;168;301;358;349;342;408;522;341;201;174;236;406;390;353;212;68;12;33;255;537;150;369;2055;1064;1206;645
"202512";"06200418";"06";"20";"04";"18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"202512";"06200419";"06";"20";"04";"19";"0620";4496;2127;2369;36;49;29;88;40;24;36;72;89;81;41;163;126;182;145;208;373;331;284;235;219;256;198;104;85;115;213;237;237;148;49;3;36;206;343;163;308;1795;558;650;437
"202512";"06200420";"06";"20";"04";"20";"0620";7162;3375;3787;40;58;61;125;66;56;67;130;110;128;73;190;183;269;118;214;397;440;441;431;465;551;327;240;234;240;389;386;363;278;77;15;40;310;564;190;452;2506;1118;1249;733
"202512";"06200421";"06";"20";"04";"21";"0620";8492;4015;4477;58;61;52;117;67;54;84;145;112;145;77;250;260;364;216;277;466;556;507;491;481;611;389;250;204;263;420;480;477;372;134;52;58;297;617;250;624;2994;1250;1367;1035
"202512";"06200422";"06";"20";"04";"22";"0620";7044;3308;3736;40;57;33;108;57;55;64;132;144;132;57;186;272;305;158;212;353;431;424;410;370;581;337;174;181;244;394;418;378;238;81;18;40;255;584;186;577;2358;1092;1237;715
"202512";"06200423";"06";"20";"04";"23";"0620";8574;4015;4559;52;55;73;148;51;86;78;180;210;175;90;296;286;311;130;191;318;474;507;495;507;619;439;249;237;337;537;478;496;341;101;27;52;327;819;296;597;2622;1307;1589;965
"202512";"06300524";"06";"30";"05";"24";"0630";5641;2735;2906;37;34;34;96;57;36;50;101;136;135;65;169;182;222;110;121;245;295;312;330;272;462;315;154;150;186;295;332;325;284;77;22;37;221;523;169;404;1685;931;963;708
"202512";"06300525";"06";"30";"05";"25";"0630";5844;2687;3157;36;42;49;84;54;46;53;94;86;99;55;147;135;258;125;243;409;408;367;357;367;451;267;169;155;215;292;244;273;175;73;16;36;229;433;147;393;2276;887;906;537
"202512";"06300526";"06";"30";"05";"26";"0630";3372;1652;1720;18;24;30;46;33;36;40;72;58;67;35;116;105;182;99;143;187;196;216;209;211;245;154;87;75;124;147;163;116;105;33;0;18;133;308;116;287;1261;486;509;254
"202512";"06300527";"06";"30";"05";"27";"0630";8527;3923;4604;45;69;64;127;60;66;74;136;143;128;76;194;216;352;216;359;546;591;551;452;479;618;435;287;237;300;505;424;406;284;66;21;45;320;623;194;568;3194;1340;1466;777
"202512";"06300528";"06";"30";"05";"28";"0630";10951;5048;5903;58;70;58;157;97;84;91;185;220;209;104;361;354;403;194;260;443;530;565;590;659;787;533;318;275;373;590;656;746;601;271;109;58;382;893;361;757;3241;1638;1894;1727
"202512";"06300629";"06";"30";"06";"29";"0630";7054;3330;3724;48;50;39;93;57;48;52;110;95;98;43;194;210;317;189;279;441;496;471;407;420;550;351;200;188;217;416;388;322;187;61;17;48;239;446;194;527;2703;1101;1209;587
"202512";"06300630";"06";"30";"06";"30";"0630";5479;2633;2846;45;46;42;100;49;46;49;97;107;87;44;161;190;266;131;245;422;420;383;297;300;355;251;138;143;171;225;226;231;146;54;12;45;237;430;161;456;2198;744;765;443
"202512";"06300631";"06";"30";"06";"31";"0630";3076;1494;1582;19;22;18;42;27;19;13;56;59;60;16;94;136;279;153;154;200;165;156;178;210;193;121;79;56;90;110;94;127;92;32;6;19;109;223;94;415;1216;393;350;257
"202512";"06300632";"06";"30";"06";"32";"0630";13533;6647;6886;56;76;92;207;114;128;152;290;317;304;154;499;485;544;240;283;616;713;917;928;881;1224;703;414;386;403;635;580;579;450;141;22;56;489;1345;499;1029;4578;2341;2004;1192
"202512";"06300633";"06";"30";"06";"33";"0630";11916;5705;6211;66;77;66;175;82;96;93;198;228;221;125;345;358;526;290;421;732;782;752;706;696;897;604;376;299;390;658;615;550;367;107;18;66;400;961;345;884;4379;1877;1962;1042
"202512";"06300634";"06";"30";"06";"34";"0630";8287;3852;4435;39;45;58;144;66;88;65;187;163;178;87;268;243;341;130;218;308;418;527;460;525;635;429;258;217;291;483;505;440;324;103;44;39;313;768;268;584;2586;1322;1496;911
"202512";"06400735";"06";"40";"07";"35";"0640";10057;4880;5177;37;57;70;145;82;80;93;231;230;236;121;349;310;324;128;192;342;490;574;597;636;855;531;310;264;348;605;628;599;423;121;49;37;354;991;349;634;2959;1696;1845;1192
"202512";"06400736";"06";"40";"07";"36";"0640";5153;2461;2692;28;24;21;88;48;51;60;136;118;131;79;193;165;174;69;79;165;224;343;307;313;418;264;141;122;189;378;307;271;180;58;9;28;181;575;193;339;1500;823;996;518
"202512";"06400737";"06";"40";"07";"37";"0640";10844;5200;5644;56;69;81;137;81;85;82;211;210;217;100;308;534;675;289;376;487;474;587;576;653;732;530;294;262;356;515;548;639;469;171;40;56;368;905;308;1209;3442;1556;1681;1319
"202512";"06400838";"06";"40";"08";"38";"0640";7367;3436;3931;31;34;60;108;67;60;73;160;160;140;75;196;214;249;108;135;262;344;384;414;419;607;419;247;221;269;432;458;563;333;97;28;31;269;668;196;463;2066;1273;1380;1021
"202512";"06400839";"06";"40";"08";"39";"0640";5408;2469;2939;27;35;37;87;36;47;49;94;90;118;60;180;152;213;87;154;213;257;264;324;327;446;317;166;120;183;320;332;340;229;77;27;27;195;458;180;365;1626;929;955;673
"202512";"06400840";"06";"40";"08";"40";"0640";7082;3221;3861;27;42;28;76;45;65;60;141;142;136;58;217;220;297;158;194;291;338;342;381;434;651;405;248;189;263;403;368;450;294;95;24;27;191;602;217;517;2138;1304;1223;863
"202512";"06400841";"06";"40";"08";"41";"0640";6241;2756;3485;34;31;42;112;55;55;60;114;95;96;65;172;189;274;114;194;335;356;387;306;290;407;251;143;146;200;317;341;403;381;197;79;34;240;485;172;463;1982;801;1004;1060
"202512";"06400842";"06";"40";"08";"42";"0640";4761;2301;2460;30;23;38;90;52;59;67;117;130;126;71;195;176;157;72;116;190;274;359;342;406;426;232;132;101;104;167;167;169;120;44;9;30;203;570;195;333;1759;790;539;342
"202512";"06400843";"06";"40";"08";"43";"0640";4699;2232;2467;19;25;30;83;36;45;45;89;96;113;45;200;175;242;86;114;177;207;250;259;302;402;270;134;139;143;282;237;259;146;36;13;19;174;433;200;417;1395;806;801;454
"202512";"06400844";"06";"40";"08";"44";"0640";7210;3409;3801;36;48;39;133;69;79;51;154;157;139;73;246;241;321;159;194;342;370;407;384;437;566;323;173;183;227;340;401;467;337;81;33;36;289;653;246;562;2293;1062;1151;918
"202512";"07100101";"07";"10";"01";"01";"0710";9846;5096;4750;65;75;57;120;55;55;55;131;128;102;53;160;196;348;253;492;815;779;621;618;620;790;438;308;277;388;584;495;365;284;101;18;65;307;524;160;544;4198;1536;1744;768
"202512";"07100102";"07";"10";"01";"02";"0710";8697;4670;4027;51;59;51;122;64;49;63;150;128;129;57;205;224;446;287;453;816;710;584;570;509;590;394;214;205;319;416;383;218;177;44;10;51;296;576;205;670;3929;1198;1323;449
"202512";"07100103";"07";"10";"01";"03";"0710";8030;4275;3755;81;49;57;114;61;61;73;115;133;124;76;193;284;448;254;402;728;665;585;481;553;600;380;222;201;256;310;237;156;94;31;6;81;281;582;193;732;3668;1202;1004;287
"202512";"07100204";"07";"10";"02";"04";"0710";10867;5398;5469;78;100;75;199;80;87;90;157;160;139;89;218;264;495;349;634;1010;998;774;650;608;784;498;308;300;343;523;367;280;150;47;13;78;454;722;218;759;5023;1590;1533;490
"202512";"07100205";"07";"10";"02";"05";"0710";5224;2707;2517;36;32;28;75;30;36;42;76;97;88;50;153;183;243;143;279;483;452;405;340;317;364;206;154;122;148;236;190;114;69;27;6;36;165;389;153;426;2419;724;696;216
"202512";"07100206";"07";"10";"02";"06";"0710";8256;4260;3996;54;64;71;135;82;78;62;135;118;113;57;197;215;382;272;434;735;810;668;547;497;638;408;254;187;257;296;257;131;72;27;3;54;352;563;197;597;3963;1300;997;233
"202512";"07200307";"07";"20";"03";"07";"0720";10567;5183;5384;74;61;83;138;80;66;90;159;135;161;60;207;225;441;297;578;885;857;697;634;609;805;537;296;275;306;579;504;414;219;80;15;74;362;671;207;666;4557;1638;1664;728
"202512";"07200308";"07";"20";"03";"08";"0720";10702;5444;5258;93;86;89;203;84;88;93;184;201;148;89;226;287;516;350;642;1092;1053;798;672;607;657;383;232;244;272;433;350;283;176;42;29;93;462;803;226;803;5214;1272;1299;530
"202512";"07200409";"07";"20";"04";"09";"0720";9303;4515;4788;54;68;60;116;76;66;80;134;140;138;54;192;188;413;294;514;791;771;713;631;544;738;492;310;251;297;415;332;227;137;56;11;54;320;612;192;601;4258;1540;1295;431
"202512";"07200410";"07";"20";"04";"10";"0720";5624;2810;2814;57;50;51;110;63;55;55;121;94;106;41;159;194;305;178;310;537;544;446;385;318;339;207;113;111;133;201;153;94;54;29;11;57;274;472;159;499;2718;659;598;188
"202512";"07200411";"07";"20";"04";"11";"0720";2723;1380;1343;24;38;12;38;25;24;27;33;45;42;15;52;76;124;67;131;266;257;230;201;141;193;117;88;82;105;126;90;39;15;0;0;24;113;186;52;200;1293;398;403;54
"202512";"07200412";"07";"20";"04";"12";"0720";2673;1382;1291;28;39;48;98;42;43;41;58;36;33;7;43;59;158;139;220;434;343;241;164;71;59;48;29;9;34;51;43;24;24;3;4;28;227;218;43;217;1612;136;137;55
"202512";"07200413";"07";"20";"04";"13";"0720";7741;3825;3916;59;43;60;131;55;56;77;116;115;110;52;154;179;329;250;441;821;744;727;521;492;557;388;231;179;213;277;164;117;64;12;7;59;289;526;154;508;3996;1176;833;200
"202512";"07200414";"07";"20";"04";"14";"0720";3728;1867;1861;30;40;25;55;29;24;36;69;82;67;25;91;104;163;118;175;380;377;325;283;204;240;163;93;109;108;138;90;52;27;6;0;30;149;303;91;267;1862;496;445;85
"202512";"07300515";"07";"30";"05";"15";"0730";7001;3244;3757;49;61;59;90;83;46;49;110;118;98;55;177;177;309;164;290;541;521;447;440;423;556;381;212;178;219;361;349;265;130;40;3;49;293;476;177;486;2826;1149;1107;438
"202512";"07300516";"07";"30";"05";"16";"0730";8842;4145;4697;62;58;76;135;66;54;62;147;141;135;74;220;276;405;296;460;647;632;594;552;525;645;474;266;214;309;455;373;292;147;43;7;62;335;613;220;681;3706;1385;1351;489
"202512";"07300517";"07";"30";"05";"17";"0730";10755;5023;5732;93;102;107;205;106;111;99;181;196;175;85;274;279;497;335;587;973;939;705;606;538;696;430;250;233;317;501;415;386;245;63;26;93;520;847;274;776;4683;1376;1466;720
"202512";"07300618";"07";"30";"06";"18";"0730";9213;4412;4801;54;72;76;152;81;86;66;178;142;128;84;194;271;426;238;446;698;687;672;551;478;691;430;252;240;340;516;425;303;175;49;12;54;381;684;194;697;3770;1373;1521;539
"202512";"07300619";"07";"30";"06";"19";"0730";12209;5947;6262;114;106;101;212;118;103;110;214;234;217;108;314;339;609;371;647;1007;979;963;751;727;854;579;320;318;376;526;406;270;172;29;15;114;537;986;314;948;5445;1753;1626;486
"202512";"07400720";"07";"40";"07";"20";"0740";11707;5703;6004;67;74;85;217;87;107;99;198;209;190;108;291;279;471;306;493;911;1003;834;738;694;859;597;339;306;362;536;456;370;321;88;12;67;463;911;291;750;4979;1795;1660;791
"202512";"07400721";"07";"40";"07";"21";"0740";7604;4192;3412;41;34;41;122;61;75;78;149;176;181;87;313;425;704;235;322;485;517;515;525;426;464;307;176;155;210;238;218;163;118;34;9;41;258;746;313;1129;3025;947;821;324
"202512";"07400822";"07";"40";"08";"22";"0740";3299;1666;1633;38;37;32;85;29;31;46;60;75;62;40;75;88;129;83;147;298;296;270;190;154;222;116;99;73;109;120;117;97;69;6;6;38;183;314;75;217;1438;437;419;178
"202512";"07400823";"07";"40";"08";"23";"0740";9680;4619;5061;77;66;103;170;93;69;80;182;139;126;62;206;241;428;300;518;845;873;683;588;519;655;418;263;272;269;427;353;322;223;92;18;77;432;658;206;669;4326;1336;1321;655
"202512";"07400824";"07";"40";"08";"24";"0740";7376;3581;3795;58;82;66;140;78;67;72;156;130;130;58;168;171;307;222;399;643;672;582;484;376;439;289;145;178;196;366;265;218;152;58;9;58;366;613;168;478;3378;873;1005;437
"202512";"07400825";"07";"40";"08";"25";"0740";7179;3484;3695;43;71;52;135;54;68;58;127;111;122;67;146;197;325;219;441;765;717;546;433;416;458;325;166;158;192;277;200;174;94;10;12;43;312;553;146;522;3537;949;827;290
"202512";"07400826";"07";"40";"08";"26";"0740";5025;2426;2599;36;27;30;83;34;32;43;72;67;67;37;115;112;180;145;233;375;370;277;255;264;385;276;165;108;182;245;247;259;215;73;16;36;174;318;115;292;1919;826;782;563
"202512";"07400927";"07";"40";"09";"27";"0740";11433;5677;5756;100;130;132;192;115;102;92;201;179;168;70;260;324;613;391;699;1141;1006;820;645;574;632;474;272;220;301;478;361;320;279;108;34;100;569;812;260;937;5276;1378;1360;741
"202512";"07400928";"07";"40";"09";"28";"0740";3979;2051;1928;35;38;45;78;36;40;28;73;68;62;16;95;117;203;104;258;493;486;355;260;208;216;154;70;76;86;101;83;39;46;10;0;35;197;287;95;320;2164;440;346;95
"202512";"07501029";"07";"50";"10";"29";"0750";8611;4214;4397;96;81;79;204;80;87;77;158;159;141;63;214;207;379;241;435;855;777;590;469;445;547;350;187;230;269;393;291;271;169;58;9;96;444;685;214;586;3812;1084;1183;507
"202512";"07501030";"07";"50";"10";"30";"0750";8854;4287;4567;66;86;71;129;62;68;76;162;144;138;69;188;192;393;265;480;772;779;628;508;470;499;359;242;209;253;409;364;342;279;122;30;66;348;657;188;585;3902;1100;1235;773
"202512";"07501031";"07";"50";"10";"31";"0750";9181;4328;4853;69;73;66;168;77;73;75;161;124;118;41;177;172;389;259;401;710;692;643;494;478;617;428;292;251;328;496;457;391;320;114;27;69;384;592;177;561;3677;1337;1532;852
"202512";"07501032";"07";"50";"10";"32";"0750";6473;3202;3271;67;92;85;153;76;77;72;118;111;107;45;126;172;260;171;287;472;603;475;330;320;437;302;177;131;182;310;228;219;185;56;27;67;406;530;126;432;2658;916;851;487
"202512";"07501133";"07";"50";"11";"33";"0750";8346;4026;4320;54;72;75;151;67;59;73;133;140;124;75;176;195;398;246;374;647;652;546;437;414;550;332;214;173;255;383;334;358;365;207;67;54;365;604;176;593;3316;1096;1145;997
"202512";"07501134";"07";"50";"11";"34";"0750";10618;5009;5609;55;99;75;178;119;114;98;206;203;202;78;270;254;398;226;304;563;675;674;516;528;761;468;283;265;336;590;556;676;563;207;78;55;471;901;270;652;3486;1512;1747;1524
"202512";"07501135";"07";"50";"11";"35";"0750";2261;1130;1131;18;15;19;45;31;24;13;31;31;40;28;82;64;97;47;64;96;124;117;142;145;172;125;42;64;79;140;120;126;96;21;3;18;110;167;82;161;735;339;403;246
"202512";"07601236";"07";"60";"12";"36";"0760";10390;5188;5202;66;85;85;225;128;101;116;249;262;241;132;333;357;558;286;433;657;697;692;547;560;655;424;245;234;294;464;438;419;301;84;22;66;523;1101;333;915;3872;1324;1430;826
"202512";"07601237";"07";"60";"12";"37";"0760";4783;2422;2361;30;40;31;84;28;51;45;79;97;84;40;139;149;183;102;151;237;300;311;249;320;388;257;143;110;167;271;243;226;176;46;6;30;183;396;139;332;1670;788;791;454
"202512";"07601238";"07";"60";"12";"38";"0760";2847;1409;1438;12;23;23;53;22;37;25;61;68;56;24;101;93;117;47;88;156;183;158;187;151;156;116;58;73;100;150;162;189;130;25;3;12;121;271;101;210;970;330;485;347
"202512";"07601339";"07";"60";"13";"39";"0760";5774;2637;3137;59;51;59;107;65;55;67;122;135;97;62;193;180;197;112;228;355;376;354;357;331;299;205;159;139;171;310;304;328;226;54;17;59;282;538;193;377;2113;663;924;625
"202512";"07601340";"07";"60";"13";"40";"0760";6346;3003;3343;39;56;48;140;65;68;59;122;128;134;49;184;179;274;153;260;411;412;415;364;373;404;256;141;168;208;305;319;275;248;70;19;39;309;560;184;453;2388;801;1000;612
"202512";"07601341";"07";"60";"13";"41";"0760";2159;1057;1102;19;23;15;33;21;27;23;50;53;39;24;41;49;71;45;52;114;131;138;127;101;139;103;73;80;85;124;143;124;63;23;6;19;92;216;41;120;708;315;432;216
"202512";"07601442";"07";"60";"14";"42";"0760";10371;5039;5332;70;82;82;173;97;105;94;203;207;160;112;318;276;398;210;327;450;572;623;673;629;789;536;303;281;375;596;547;557;369;136;21;70;434;881;318;674;3484;1628;1799;1083
"202512";"07601443";"07";"60";"14";"43";"0760";10804;5196;5608;75;71;79;191;88;91;118;250;273;199;91;315;333;389;179;289;531;571;695;632;646;909;559;342;300;392;622;566;526;382;88;12;75;429;1022;315;722;3543;1810;1880;1008
"202512";"07601544";"07";"60";"15";"44";"0760";9441;4557;4884;64;73;102;222;134;126;124;242;205;195;80;309;268;346;197;322;548;687;679;511;513;618;383;235;197;268;458;416;466;351;84;18;64;531;972;309;614;3457;1236;1339;919
"202512";"07601545";"07";"60";"15";"45";"0760";8565;4161;4404;77;77;77;149;79;99;91;220;206;206;107;306;306;442;220;346;517;507;571;508;447;534;335;224;197;241;416;361;362;226;84;27;77;382;929;306;748;3116;1093;1215;699
"202512";"07601546";"07";"60";"15";"46";"0760";6954;3428;3526;42;46;48;120;57;67;62;174;128;118;66;183;223;270;114;187;340;431;406;423;417;605;401;222;196;262;349;362;358;232;30;15;42;271;615;183;493;2318;1228;1169;635
"202512";"07601547";"07";"60";"15";"47";"0760";3886;1861;2025;21;34;37;84;29;50;47;95;91;76;43;108;95;123;94;99;172;238;213;219;222;286;195;113;103;154;202;186;215;172;55;15;21;184;402;108;218;1257;594;645;457
"202512";"07601548";"07";"60";"15";"48";"0760";2888;1415;1473;22;34;26;51;38;26;29;55;53;66;38;74;60;88;51;78;107;150;169;156;163;262;146;89;81;104;182;166;169;119;24;12;22;149;267;74;148;874;497;533;324
"202512";"08100101";"08";"10";"01";"01";"0810";4671;2452;2219;36;37;34;77;37;30;48;74;66;62;25;91;113;168;166;258;578;573;454;360;268;245;197;101;108;105;144;102;59;39;13;3;36;185;305;91;281;2657;543;459;114
"202512";"08100102";"08";"10";"01";"02";"0810";8188;4213;3975;64;60;77;118;57;51;54;127;99;112;50;164;190;318;264;484;1036;1180;947;634;435;417;285;170;135;146;199;154;94;58;9;0;64;312;493;164;508;4980;872;634;161
"202512";"08100103";"08";"10";"01";"03";"0810";7157;3665;3492;45;75;49;126;42;67;49;112;88;84;55;124;144;224;194;398;975;1065;820;586;402;380;218;121;130;138;184;114;80;42;23;3;45;292;455;124;368;4440;719;566;148
"202512";"08100104";"08";"10";"01";"04";"0810";6686;3562;3124;40;56;41;85;46;40;57;123;89;124;43;157;207;343;209;424;838;943;681;491;335;378;223;125;100;141;135;102;63;30;14;3;40;228;476;157;550;3921;726;478;110
"202512";"08100105";"08";"10";"01";"05";"0810";6414;3220;3194;72;74;70;133;52;49;56;86;111;100;46;156;201;309;221;424;826;890;555;332;296;249;174;92;67;62;148;144;162;161;67;29;72;329;448;156;510;3544;515;421;419
